PERSON_ID,FIRST_NAME,LAST_NAME,BIRTHDATE,SCHOOL,COUNTRY,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,TEAM_ID,DLEAGUE_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG
1631120,JD,Davison,2002-10-03,Alabama,USA,6-1,195,3,20,Guard,1610612738,Y,2022,2,53,N
1631121,Bryce,McGowens,2002-11-08,Nebraska,USA,6-6,190,3,11,Guard,1610612757,Y,2022,2,40,N
1631123,Jamaree,Bouyea,1999-06-27,San Francisco,USA,6-2,180,3,15,Guard,1610612749,Y,Undrafted,Undrafted,Undrafted,N
1631124,Julian,Strawther,2002-04-18,Gonzaga,USA,6-6,205,2,3,Guard,1610612743,Y,2023,1,29,N
1631127,Harrison,Ingram,2002-11-27,North Carolina,USA,6-5,230,1,55,Forward,1610612759,Y,2024,2,48,N
1631128,Christian,Braun,2001-04-17,Kansas,USA,6-6,220,3,0,Guard,1610612743,N,2022,1,21,N
1631131,Oscar,Tshiebwe,1999-11-27,Kentucky,DRC,6-8,255,2,34,Forward-Center,1610612762,Y,Undrafted,Undrafted,Undrafted,N
1631132,Christian,Koloko,2000-06-20,Arizona,Cameroon,7-0,225,2,10,Center,1610612747,Y,2022,2,33,N
1631133,Jabari,Walker,2002-07-30,Colorado,USA,6-7,237,3,34,Forward,1610612757,Y,2022,2,57,N
1629098,Jack,McVeigh,1996-06-27,Nebraska-Lincoln,Australia,6-8,215,1,58,Guard-Forward,1610612745,Y,Undrafted,Undrafted,Undrafted,N
1631157,Ryan,Rollins,2002-07-03,Toledo,USA,6-3,180,3,13,Guard,1610612749,Y,2022,2,44,N
1629111,Jock,Landale,1995-10-25,St. Mary's,Australia,6-11,255,4,2,Center,1610612745,Y,Undrafted,Undrafted,Undrafted,N
1631159,Leonard,Miller,2003-11-26,NBA G League Ignite,Canada,6-10,220,2,33,Forward,1610612750,Y,2023,2,33,N
1631165,Keon,Ellis,2000-01-08,Alabama,USA,6-4,175,3,23,Guard,1610612758,Y,Undrafted,Undrafted,Undrafted,N
1631166,Drew,Timme,2000-09-09,Gonzaga,USA,6-10,235,1,26,Forward,1610612751,Y,Undrafted,Undrafted,Undrafted,N
1631169,Josh,Minott,2002-11-25,Memphis,USA,6-8,205,3,8,Forward,1610612750,Y,2022,2,45,N
1631170,Jaime,Jaquez Jr.,2001-02-18,UCLA,USA,6-6,225,2,11,Guard,1610612748,N,2023,1,18,N
1631172,Ousmane,Dieng,2003-05-21,New Zealand Breakers,France,6-9,185,3,13,Forward,1610612760,Y,2022,1,11,N
1629130,Duncan,Robinson,1994-04-22,Michigan,USA,6-7,215,7,55,Forward,1610612748,Y,Undrafted,Undrafted,Undrafted,N
1631199,Ron,Harper Jr.,2000-04-12,Rutgers,USA,6-4,233,3,13,Guard-Forward,1610612765,Y,Undrafted,Undrafted,Undrafted,N
1631200,Kris,Murray,2000-08-19,Iowa,USA,6-8,216,2,24,Forward,1610612757,Y,2023,1,23,N
1631204,Marcus,Sasser,2000-09-21,Houston,USA,6-2,195,2,25,Guard,1610612765,N,2023,1,25,N
1631207,Dalen,Terry,2002-07-12,Arizona,USA,6-7,195,3,25,Forward,1610612741,Y,2022,1,18,N
1631210,Jacob,Toppin,2000-05-08,Kentucky,USA,6-8,200,2,00,Forward,1610612737,Y,Undrafted,Undrafted,Undrafted,N
1629162,Jordan,McLaughlin,1996-04-09,Southern California,USA,6-0,185,6,11,Guard,1610612759,Y,Undrafted,Undrafted,Undrafted,N
1631212,Peyton,Watson,2002-09-11,UCLA,USA,6-7,200,3,8,Guard,1610612743,Y,2022,1,30,N
1631213,Tyrese,Martin,1999-03-07,Connecticut,USA,6-6,215,2,13,Forward,1610612751,Y,2022,2,51,N
1631216,Caleb,Houstan,2003-01-09,Michigan,Canada,6-8,205,3,2,Guard,1610612753,Y,2022,2,32,N
1631217,Moussa,Diabaté,2002-01-21,Michigan,France,6-9,210,3,14,Forward,1610612766,Y,2022,2,43,N
1631218,Trayce,Jackson-Davis,2000-02-22,Indiana,USA,6-9,245,2,32,Forward,1610612744,Y,2023,2,57,N
1631221,Collin,Gillespie,1999-06-25,Villanova,USA,6-1,195,2,12,Guard,1610612756,Y,Undrafted,Undrafted,Undrafted,N
1631222,Jake,LaRavia,2001-11-03,Wake Forest,USA,6-7,235,3,33,Forward,1610612758,Y,2022,1,19,N
1631223,David,Roddy,2001-03-27,Colorado State,USA,6-4,255,3,45,Forward,1610612745,Y,2022,1,23,N
1631230,Dominick,Barlow,2003-05-26,Overtime Elite,USA,6-8,215,3,26,Forward,1610612737,Y,Undrafted,Undrafted,Undrafted,N
1631232,Keion,Brooks Jr.,2000-08-07,Washington,USA,6-7,210,1,,Forward,1610612740,Y,Undrafted,Undrafted,Undrafted,N
1631243,Mouhamed,Gueye,2002-11-09,Washington State,Senegal,6-10,210,2,18,Forward,1610612737,Y,2023,2,39,N
1631245,Quenton,Jackson,1998-09-15,Texas A&M,USA,6-5,173,3,29,Guard,1610612754,Y,Undrafted,Undrafted,Undrafted,N
1631246,Vince,Williams Jr.,2000-08-30,Virginia Commonwealth,USA,6-4,205,3,5,Guard,1610612763,Y,2022,2,47,N
1631247,Luke,Travers,2001-09-03,Rockingham Flames (Aus.),Australia,6-7,207,1,33,Forward,1610612739,Y,2022,2,56,N
1631248,Baylor,Scheierman,2000-09-26,Creighton,USA,6-6,205,1,55,Guard,1610612738,Y,2024,1,30,N
1631250,Pete,Nance,2000-02-19,North Carolina,USA,6-10,225,2,35,Forward,1610612749,Y,Undrafted,Undrafted,Undrafted,N
1631255,Karlo,Matković,2001-03-30,Mega Basket,Bosnia and Herzegovina,6-10,231,1,17,Forward-Center,1610612740,Y,2022,2,52,N
1642272,Jared,McCain,2004-02-20,Duke,USA,6-3,195,1,20,Guard,1610612755,N,2024,1,16,N
1631260,AJ,Green,1999-09-27,Northern Iowa,USA,6-4,190,3,20,Guard,1610612749,Y,Undrafted,Undrafted,Undrafted,N
1629216,Gabe,Vincent,1996-06-14,California-Santa Barbara,USA,6-2,200,6,7,Guard,1610612747,Y,Undrafted,Undrafted,Undrafted,N
1631288,Jamal,Cain,1999-03-20,Oakland,USA,6-6,191,3,8,Forward,1610612740,Y,Undrafted,Undrafted,Undrafted,N
1631303,Justin,Minaya,1999-03-26,Providence,USA,6-5,205,3,10,Forward,1610612757,Y,Undrafted,Undrafted,Undrafted,N
1631311,Lester,Quinones,2000-11-16,Memphis,USA,6-4,208,3,22,Guard,1610612740,Y,Undrafted,Undrafted,Undrafted,N
1631321,Sidy,Cissoko,2004-04-02,NBA G League Ignite,France,6-6,200,2,25,Guard,1610612757,Y,2023,2,44,N
1631323,Simone,Fontecchio,1995-12-09,Baskonia,Italy,6-7,209,3,19,Forward,1610612765,N,Undrafted,Undrafted,Undrafted,N
1631342,Daeqwon,Plowden,1998-08-29,Bowling Green,USA,6-6,216,1,29,Guard-Forward,1610612737,Y,Undrafted,Undrafted,Undrafted,N
203897,Zach,LaVine,1995-03-10,UCLA,USA,6-5,200,11,8,Guard,1610612758,N,2014,1,13,N
203901,Elfrid,Payton,1994-02-22,Louisana-Lafayette,USA,6-3,195,9,4,Guard,1610612740,Y,2014,1,10,N
1629312,Haywood,Highsmith,1996-12-09,Wheeling Jesuit,USA,6-5,220,5,24,Forward,1610612748,Y,2018,,,N
203914,Gary,Harris,1994-09-14,Michigan State,USA,6-4,210,11,14,Guard,1610612753,N,2014,1,19,N
203915,Spencer,Dinwiddie,1993-04-06,Colorado,USA,6-5,215,11,26,Guard,1610612742,Y,2014,2,38,N
203924,Jerami,Grant,1994-03-12,Syracuse,USA,6-7,210,11,9,Forward,1610612757,N,2014,2,39,N
203926,Doug,McDermott,1992-01-03,Creighton,USA,6-6,225,11,7,Forward,1610612758,N,2014,1,11,N
203932,Aaron,Gordon,1995-09-16,Arizona,USA,6-8,235,11,32,Forward,1610612743,N,2014,1,4,N
203935,Marcus,Smart,1994-03-06,Oklahoma State,USA,6-3,220,11,36,Guard,1610612764,Y,2014,1,6,N
203937,Kyle,Anderson,1993-09-20,UCLA,USA,6-9,230,11,20,Forward-Guard,1610612748,Y,2014,1,30,N
203939,Dwight,Powell,1991-07-20,Stanford,Canada,6-10,240,11,7,Forward-Center,1610612742,Y,2014,2,45,N
203944,Julius,Randle,1994-11-29,Kentucky,USA,6-9,250,11,30,Forward-Center,1610612750,N,2014,1,7,N
203952,Andrew,Wiggins,1995-02-23,Kansas,Canada,6-7,197,11,22,Forward,1610612748,N,2014,1,1,N
203954,Joel,Embiid,1994-03-16,Kansas,Cameroon,7-0,280,9,21,Center-Forward,1610612755,N,2014,1,3,N
203957,Danté,Exum,1995-07-13,Australian Institute of Sport,Australia,6-5,214,8,0,Guard,1610612742,N,2014,1,5,N
203967,Dario,Šarić,1994-04-08,Anadolu Efes,Croatia,6-10,225,8,9,Forward-Center,1610612743,N,2014,1,12,N
201935,James,Harden,1989-08-26,Arizona State,USA,6-5,220,16,1,Guard,1610612746,N,2009,1,3,Y
201939,Stephen,Curry,1988-03-14,Davidson,USA,6-2,185,16,30,Guard,1610612744,N,2009,1,7,Y
201942,DeMar,DeRozan,1989-08-07,Southern California,USA,6-6,220,16,10,Guard-Forward,1610612758,N,2009,1,9,N
203991,Clint,Capela,1994-05-18,Elan Chalon,Switzerland,6-10,256,11,15,Center,1610612737,Y,2014,1,25,N
203992,Bogdan,Bogdanović,1992-08-18,Fenerbahce,Serbia,6-5,225,8,10,Guard,1610612746,N,2014,1,27,N
203994,Jusuf,Nurkić,1994-08-23,Cedevita,Bosnia and Herzegovina,7-0,290,11,11,Center,1610612762,N,2014,1,16,N
203995,Vasilije,Micić,1994-01-13,Serbia,Serbia,6-3,188,2,18,Guard,1610612766,N,2014,2,52,N
201949,James,Johnson,1987-02-20,Wake Forest,USA,6-7,240,16,16,Forward,1610612754,Y,2009,1,16,N
201950,Jrue,Holiday,1990-06-12,UCLA,USA,6-4,205,16,4,Guard,1610612738,N,2009,1,17,N
203999,Nikola,Jokić,1995-02-19,Mega Basket,Serbia,6-11,284,10,15,Center,1610612743,N,2014,2,41,N
204001,Kristaps,Porziņģis,1995-08-02,Cajasol Sevilla,Latvia,7-2,240,9,8,Forward-Center,1610612738,N,2015,1,4,N
201959,Taj,Gibson,1985-06-24,Southern California,USA,6-9,232,16,67,Forward,1610612766,N,2009,1,26,N
1641705,Victor,Wembanyama,2004-01-04,Metropolitans 92,France,7-3,235,2,1,Forward-Center,1610612759,N,2023,1,1,N
1631466,Nate,Williams,1999-02-12,Buffalo,USA,6-5,205,3,19,Guard,1610612745,Y,Undrafted,Undrafted,Undrafted,N
1641706,Brandon,Miller,2002-11-22,Alabama,USA,6-7,200,2,24,Forward,1610612766,N,2023,1,2,N
1641708,Amen,Thompson,2003-01-30,Overtime Elite,USA,6-7,200,2,1,Guard-Forward,1610612745,Y,2023,1,4,N
1641709,Ausar,Thompson,2003-01-30,Overtime Elite,USA,6-6,205,2,9,Guard-Forward,1610612765,N,2023,1,5,N
1641710,Anthony,Black,2004-01-20,Arkansas,USA,6-7,200,2,0,Guard,1610612753,N,2023,1,6,N
1641711,Gradey,Dick,2003-11-20,Kansas,USA,6-6,200,2,1,Guard-Forward,1610612761,Y,2023,1,13,N
1641712,Rayan,Rupert,2004-05-31,New Zealand Breakers,France,6-6,195,2,21,Guard-Forward,1610612757,Y,2023,2,43,N
1641713,GG,Jackson,2004-12-17,South Carolina,USA,6-9,210,2,45,Forward,1610612763,Y,2023,2,45,N
1641707,Taylor,Hendricks,2003-11-22,Central Florida,USA,6-9,215,2,0,Forward,1610612762,Y,2023,1,9,N
1641715,Cam,Whitmore,2004-07-08,Villanova,USA,6-7,230,2,7,Forward,1610612745,Y,2023,1,20,N
1641716,Jarace,Walker,2003-09-04,Houston,USA,6-7,235,2,5,Forward,1610612754,Y,2023,1,8,N
1641717,Cason,Wallace,2003-11-07,Kentucky,USA,6-3,195,2,22,Guard,1610612760,N,2023,1,10,N
1641718,Keyonte,George,2003-11-08,Baylor,USA,6-4,185,2,3,Guard,1610612762,N,2023,1,16,N
1641720,Jalen,Hood-Schifino,2003-06-19,Indiana,USA,6-5,210,2,17,Guard,1610612755,Y,2023,1,17,N
1641722,Jordan,Hawkins,2002-04-29,Connecticut,USA,6-5,190,2,24,Guard,1610612740,Y,2023,1,14,N
1641723,Kobe,Bufkin,2003-09-21,Michigan,USA,6-4,195,2,4,Guard,1610612737,Y,2023,1,15,N
1641724,Jett,Howard,2003-09-14,Michigan,USA,6-6,215,2,13,Guard,1610612753,Y,2023,1,11,N
1641725,Trey,Alexander,2003-05-02,Creighton,USA,6-4,185,1,23,Guard,1610612743,Y,Undrafted,Undrafted,Undrafted,N
1641726,Dereck,Lively II,2004-02-12,Duke,USA,7-1,230,2,2,Center,1610612742,N,2023,1,12,N
1641727,Dariq,Whitehead,2004-08-01,Duke,USA,6-6,220,2,0,Guard-Forward,1610612751,Y,2023,1,22,N
1641729,Brice,Sensabaugh,2003-10-30,Ohio State,USA,6-5,235,2,28,Forward,1610612762,Y,2023,1,28,N
1641730,Noah,Clowney,2004-07-14,Alabama,USA,6-9,210,2,21,Forward-Center,1610612751,Y,2023,1,21,N
1641731,Bilal,Coulibaly,2004-07-26,Metropolitans 92,France,6-8,195,2,0,Guard,1610612764,N,2023,1,7,N
1641733,Nick,Smith Jr.,2004-04-18,Arkansas,USA,6-2,185,2,8,Guard,1610612766,Y,2023,1,27,N
1641734,Emoni,Bates,2004-01-28,Eastern Michigan,USA,6-8,202,2,21,Forward,1610612739,Y,2023,2,49,N
201988,Patty,Mills,1988-08-11,St. Mary's,Australia,6-2,180,16,88,Guard,1610612746,Y,2009,2,55,N
1641736,Reece,Beekman,2001-10-08,Virginia,USA,6-3,190,1,4,Guard,1610612751,Y,Undrafted,Undrafted,Undrafted,N
1641737,Adem,Bona,2003-03-28,UCLA,Nigeria,6-10,235,1,30,Forward,1610612755,Y,2024,2,41,N
1641738,Kobe,Brown,2000-01-01,Missouri,USA,6-7,250,2,21,Forward,1610612746,Y,2023,1,30,N
1641739,Toumani,Camara,2000-05-08,Dayton,Belgium,6-7,229,2,33,Forward,1610612757,N,2023,2,52,N
1641740,Jaylen,Clark,2001-10-13,UCLA,USA,6-4,205,1,22,Guard,1610612750,Y,2023,2,53,N
1641741,Ricky,Council IV,2001-08-03,Arkansas,USA,6-6,207,2,14,Guard,1610612755,Y,Undrafted,Undrafted,Undrafted,N
1641744,Zach,Edey,2002-05-14,Purdue,Canada,7-4,305,1,14,Center,1610612763,N,2024,1,9,N
1641745,Adam,Flagler,1999-12-01,Baylor,USA,6-3,180,2,14,Guard,1610612760,Y,Undrafted,Undrafted,Undrafted,N
1641748,Andre,Jackson Jr.,2001-11-13,Connecticut,USA,6-6,209,2,44,Guard,1610612749,Y,2023,2,36,N
1641752,Bobi,Klintman,2003-03-06,Cairns,Sweden,6-9,225,1,34,Forward,1610612765,Y,2024,2,37,N
1641755,Kevin,McCullar Jr.,2001-03-15,Kansas,USA,6-6,210,1,9,Guard,1610612752,Y,2024,2,56,N
204060,Joe,Ingles,1987-10-02,Maccabi Tel Aviv,Australia,6-8,220,11,7,Forward-Guard,1610612750,N,Undrafted,Undrafted,Undrafted,N
1641757,Jordan,Miller,2000-01-23,Miami,USA,6-5,194,2,11,Guard,1610612746,Y,2023,2,48,N
1641763,Julian,Phillips,2003-11-05,Tennessee,USA,6-8,198,2,15,Forward,1610612741,Y,2023,2,35,N
1641764,Brandin,Podziemski,2003-02-25,Santa Clara,USA,6-4,205,2,2,Guard,1610612744,Y,2023,1,19,N
1641765,Olivier-Maxence,Prosper,2002-07-03,Marquette,Canada,6-7,230,2,8,Forward,1610612742,Y,2023,1,24,N
1641767,Ben,Sheppard,2001-07-16,Belmont,USA,6-6,190,2,26,Guard,1610612754,Y,2023,1,26,N
1641772,Nae'Qwan,Tomlin,2000-12-19,Memphis,USA,6-10,210,1,30,Forward,1610612739,Y,Undrafted,Undrafted,Undrafted,N
1641774,Tristan,Vukcevic,2003-03-11,Real Madrid,Italy,7-0,220,2,00,Forward,1610612764,Y,2023,2,42,N
1641775,Jordan,Walsh,2004-03-03,Arkansas,USA,6-6,205,2,27,Guard,1610612738,Y,2023,2,38,N
1641779,Jalen,Bridges,2001-05-14,Baylor,USA,6-8,225,1,15,Forward,1610612756,Y,Undrafted,Undrafted,Undrafted,N
1641783,Tristan,da Silva,2001-05-15,Colorado,Germany,6-8,217,1,23,Forward,1610612753,N,2024,1,18,N
1641787,Tosan,Evbuomwan,2001-02-16,Princeton,United Kingdom,6-7,217,2,12,Forward,1610612751,Y,Undrafted,Undrafted,Undrafted,N
1641790,PJ,Hall,2002-02-21,Clemson,USA,6-10,245,1,13,Center,1610612743,Y,Undrafted,Undrafted,Undrafted,N
1641794,Dillon,Jones,2001-10-29,Weber State,USA,6-5,235,1,3,Forward,1610612764,Y,2024,1,26,N
1641796,Pelle,Larsson,2001-02-23,Arizona,Sweden,6-5,215,1,9,Guard,1610612748,Y,2024,2,44,N
1641798,Jaylen,Martin,2004-01-28,Overtime Elite,USA,6-6,216,1,4,Guard,1610612764,Y,Undrafted,Undrafted,Undrafted,N
1641801,Emanuel,Miller,2000-06-19,TCU,Canada,6-7,215,1,20,Forward,1610612741,Y,Undrafted,Undrafted,Undrafted,N
1641803,Tristen,Newton,2001-04-26,Connecticut,USA,6-5,190,1,13,Guard,1610612750,Y,2024,2,49,N
1641809,Drew,Peterson,1999-11-09,Southern California,USA,6-9,205,2,13,Forward,1610612738,Y,Undrafted,Undrafted,Undrafted,N
1641810,Antonio,Reeves,2002-11-20,Kentucky,USA,6-5,205,1,12,Guard,1610612740,Y,2024,2,47,N
202066,Garrett,Temple,1986-05-08,Louisiana State,USA,6-5,195,15,17,Guard-Forward,1610612761,Y,Undrafted,Undrafted,Undrafted,N
1641815,Isaiah,Stevens,2000-11-01,Colorado State,USA,6-0,185,1,,Guard,1610612748,Y,Undrafted,Undrafted,Undrafted,N
1641816,Hunter,Tyson,2000-06-13,Clemson,USA,6-8,215,2,5,Forward,1610612743,Y,2023,2,37,N
1641817,Anton,Watson,2000-10-06,Gonzaga,USA,6-8,225,1,28,Forward,1610612752,Y,2024,2,54,N
1641824,Matas,Buzelis,2004-10-13,NBA G League Ignite,USA,6-10,209,1,14,Forward,1610612741,Y,2024,1,11,N
1641842,Ronald,Holland II,2005-07-07,NBA G League Ignite,USA,6-8,206,1,00,Forward,1610612765,Y,2024,1,5,N
1641854,Craig,Porter Jr.,2000-02-26,Wichita State,USA,6-1,180,2,9,Guard,1610612739,Y,Undrafted,Undrafted,Undrafted,N
1641871,Duop,Reath,1996-06-26,Louisiana State,South Sudan,6-9,245,2,26,Center,1610612757,Y,Undrafted,Undrafted,Undrafted,N
1641878,Damion,Baugh,2000-08-03,TCU,USA,6-4,194,1,7,Guard,1610612766,Y,Undrafted,Undrafted,Undrafted,N
1630543,Isaiah,Jackson,2002-01-10,Kentucky,USA,6-9,205,4,22,Forward,1610612754,Y,2021,1,22,N
1629599,Amir,Coffey,1997-06-17,Minnesota,USA,6-7,210,6,7,Guard-Forward,1610612746,Y,Undrafted,Undrafted,Undrafted,N
1641890,Tyler,Smith,2004-11-02,NBA G League Ignite,USA,6-9,224,1,21,Forward,1610612749,Y,2024,2,33,N
1629610,DaQuan,Jeffries,1997-08-30,Tulsa,USA,6-5,222,6,3,Guard-Forward,1610612766,Y,Undrafted,Undrafted,Undrafted,N
1629611,Terance,Mann,1996-10-18,Florida State,USA,6-5,215,6,14,Guard-Forward,1610612737,Y,2019,2,48,N
1629614,Andrew,Nembhard,2000-01-16,Gonzaga,Canada,6-4,191,3,2,Guard-Forward,1610612754,N,2022,2,31,N
1629618,Jalen,Pickett,1999-10-22,Penn State,USA,6-2,202,2,24,Guard,1610612743,Y,2023,2,32,N
1629622,Max,Strus,1996-03-28,DePaul,USA,6-5,215,6,1,Guard-Forward,1610612739,Y,Undrafted,Undrafted,Undrafted,N
1629626,Bol,Bol,1999-11-16,Oregon,Sudan,7-3,220,6,11,Center-Forward,1610612756,Y,2019,2,44,N
1629627,Zion,Williamson,2000-07-06,Duke,USA,6-6,284,5,1,Forward,1610612740,N,2019,1,1,N
1629628,RJ,Barrett,2000-06-14,Duke,Canada,6-6,214,6,9,Forward-Guard,1610612761,N,2019,1,3,N
1629630,Ja,Morant,1999-08-10,Murray State,USA,6-2,174,6,12,Guard,1610612763,N,2019,1,2,N
1629631,De'Andre,Hunter,1997-12-02,Virginia,USA,6-8,221,6,12,Forward-Guard,1610612739,N,2019,1,4,N
1629632,Coby,White,2000-02-16,North Carolina,USA,6-5,195,6,0,Guard,1610612741,N,2019,1,7,N
1629634,Brandon,Clarke,1996-09-19,Gonzaga,Canada,6-8,215,6,15,Forward,1610612763,N,2019,1,21,N
1629636,Darius,Garland,2000-01-26,Vanderbilt,USA,6-1,192,6,10,Guard,1610612739,N,2019,1,5,N
1629637,Jaxson,Hayes,2000-05-23,Texas,USA,7-0,220,6,11,Center-Forward,1610612747,Y,2019,1,8,N
1629638,Nickeil,Alexander-Walker,1998-09-02,Virginia Tech,Canada,6-5,205,6,9,Guard,1610612750,Y,2019,1,17,N
1629639,Tyler,Herro,2000-01-20,Kentucky,USA,6-5,195,6,14,Guard,1610612748,N,2019,1,13,N
1629640,Keldon,Johnson,1999-10-11,Kentucky,USA,6-5,220,6,0,Forward-Guard,1610612759,Y,2019,1,29,N
1629643,Chuma,Okeke,1998-08-18,Auburn,USA,6-7,229,5,18,Forward,1610612739,Y,2019,1,16,N
1629645,Kevin,Porter Jr.,2000-05-04,Southern California,USA,6-4,203,5,3,Guard-Forward,1610612749,Y,2019,1,30,N
1629646,Charles,Bassey,2000-10-28,Western Kentucky,Nigeria,6-10,230,4,28,Center-Forward,1610612759,Y,2021,2,53,N
1641936,Miles,Norris,2000-04-15,California-Santa Barbara,USA,6-7,220,1,0,Forward,1610612738,Y,Undrafted,Undrafted,Undrafted,N
1629651,Nic,Claxton,1999-04-17,Georgia,USA,6-11,215,6,33,Center,1610612751,Y,2019,2,31,N
1629652,Luguentz,Dort,1999-04-19,Arizona State,Canada,6-4,220,6,5,Guard,1610612760,Y,Undrafted,Undrafted,Undrafted,N
1629655,Daniel,Gafford,1998-10-01,Arkansas,USA,6-10,265,6,21,Forward-Center,1610612742,Y,2019,2,38,N
1629656,Quentin,Grimes,2000-05-08,Houston,USA,6-4,210,4,5,Guard,1610612755,N,2021,1,25,N
1629659,Talen,Horton-Tucker,2000-11-25,Iowa State,USA,6-4,234,6,22,Guard,1610612741,Y,2019,2,46,N
1629660,Ty,Jerome,1997-07-08,Virginia,USA,6-5,195,6,2,Guard-Forward,1610612739,Y,2019,1,24,N
1629661,Cameron,Johnson,1996-03-03,North Carolina,USA,6-8,210,6,2,Forward,1610612751,N,2019,1,11,N
1629673,Jordan,Poole,1999-06-19,Michigan,USA,6-4,194,6,13,Guard,1610612764,Y,2019,1,28,N
1629674,Neemias,Queta,1999-07-13,Utah State,Portugal,7-0,248,4,88,Center,1610612738,Y,2021,2,39,N
1629675,Naz,Reid,1999-08-26,Louisiana State,USA,6-9,264,6,11,Center-Forward,1610612750,Y,Undrafted,Undrafted,Undrafted,N
1629680,Matisse,Thybulle,1997-03-04,Washington,USA,6-5,201,6,4,Guard-Forward,1610612757,N,2019,1,20,N
1629684,Grant,Williams,1998-11-30,Tennessee,USA,6-6,236,6,2,Forward,1610612766,N,2019,1,22,N
1641989,Elijah,Harkless,2000-02-03,UNLV,USA,6-3,195,1,16,Guard,1610612762,Y,Undrafted,Undrafted,Undrafted,N
1641998,Trey,Jemison III,1999-11-28,Alabama-Birmingham,USA,6-11,270,2,55,Center,1610612747,Y,Undrafted,Undrafted,Undrafted,N
1629723,John,Konchar,1996-03-22,Indiana-Purdue Fort Wayne,USA,6-5,210,6,46,Guard,1610612763,Y,Undrafted,Undrafted,Undrafted,N
1629726,Garrison,Mathews,1996-10-24,Lipscomb,USA,6-6,215,6,24,Guard,1610612737,Y,Undrafted,Undrafted,Undrafted,N
1629731,Dean,Wade,1996-11-20,Kansas State,USA,6-9,228,6,32,Forward-Center,1610612739,Y,Undrafted,Undrafted,Undrafted,N
1642024,Alex,Reese,1999-05-21,Alabama,USA,6-9,245,1,65,Forward-Center,1610612755,Y,Undrafted,Undrafted,Undrafted,N
1630166,Deni,Avdija,2001-01-03,Maccabi Tel Aviv,Israel,6-9,240,5,8,Forward,1610612757,N,2020,1,9,N
1629750,Javonte,Green,1993-07-23,Radford,USA,6-5,205,6,8,Guard,1610612739,Y,Undrafted,Undrafted,Undrafted,N
1642050,Jackson,Rowe,1997-01-04,California State-Fullerton,Canada,6-7,210,1,44,Forward,1610612744,Y,Undrafted,Undrafted,Undrafted,N
1627732,Ben,Simmons,1996-07-20,Louisiana State,Australia,6-10,240,7,25,Guard-Forward,1610612746,N,2016,1,1,N
1627734,Domantas,Sabonis,1996-05-03,Gonzaga,Lithuania,6-10,240,9,11,Forward-Center,1610612758,N,2016,1,11,N
1627736,Malik,Beasley,1996-11-26,Florida State,USA,6-4,187,9,5,Guard,1610612765,Y,2016,1,19,N
1627739,Kris,Dunn,1994-03-18,Providence,USA,6-3,205,9,8,Guard,1610612746,Y,2016,1,5,N
202331,Paul,George,1990-05-02,Fresno State,USA,6-8,220,15,8,Forward,1610612755,N,2010,1,10,N
1627741,Buddy,Hield,1992-12-17,Oklahoma,Bahamas,6-4,220,9,7,Guard,1610612744,N,2016,1,6,N
1627742,Brandon,Ingram,1997-09-02,Duke,USA,6-8,190,9,3,Forward,1610612761,N,2016,1,2,N
1627747,Caris,LeVert,1994-08-25,Michigan,USA,6-6,205,9,3,Guard,1610612737,N,2016,1,20,N
1627749,Dejounte,Murray,1996-09-19,Washington,USA,6-4,180,8,5,Guard,1610612740,Y,2016,1,29,N
1627750,Jamal,Murray,1997-02-23,Kentucky,Canada,6-4,215,8,27,Guard,1610612743,N,2016,1,7,N
1627751,Jakob,Poeltl,1995-10-15,Utah,Austria,7-0,260,9,19,Center,1610612761,Y,2016,1,9,N
1627752,Taurean,Prince,1994-03-22,Baylor,USA,6-6,218,9,12,Forward,1610612749,Y,2016,1,12,N
1627759,Jaylen,Brown,1996-10-24,California,USA,6-6,223,9,7,Guard-Forward,1610612738,N,2016,1,3,N
1627763,Malcolm,Brogdon,1992-12-11,Virginia,USA,6-4,229,9,15,Guard,1610612764,N,2016,2,36,N
1627777,Georges,Niang,1993-06-17,Iowa State,USA,6-7,230,9,20,Forward,1610612737,Y,2016,2,50,N
1627780,Gary,Payton II,1992-12-01,Oregon State,USA,6-2,195,9,0,Guard,1610612744,Y,Undrafted,Undrafted,Undrafted,N
1627783,Pascal,Siakam,1994-04-02,New Mexico State,Cameroon,6-8,245,9,43,Forward,1610612754,Y,2016,1,27,N
1627814,Damion,Lee,1992-10-21,Drexel,USA,6-6,210,7,10,Guard-Forward,1610612756,Y,Undrafted,Undrafted,Undrafted,N
204456,T.J.,McConnell,1992-03-25,Arizona,USA,6-1,190,10,9,Guard,1610612754,N,2015,0,,N
1627824,Guerschon,Yabusele,1995-12-17,"Rouen, France",France,6-8,265,3,28,Forward,1610612755,Y,2016,1,16,N
1627826,Ivica,Zubac,1997-03-18,Mega Basket,Croatia,7-0,240,9,40,Center,1610612746,Y,2016,2,32,N
1627827,Dorian,Finney-Smith,1993-05-04,Florida,USA,6-7,220,9,17,Forward,1610612747,N,Undrafted,Undrafted,Undrafted,N
1627832,Fred,VanVleet,1994-02-25,Wichita State,USA,6-0,197,9,5,Guard,1610612745,Y,Undrafted,Undrafted,Undrafted,N
