PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG
203076,Anthony,Davis,Anthony Davis,"Davis, Anthony",A. Davis,anthony-davis,1993-03-11T00:00:00,Kentucky,USA,Kentucky/USA,6-10,253,13,3,Forward-Center,Active,N,1610612742,Mavericks,DAL,mavericks,Dallas,anthony_davis,2012,2025,N,Y,Y,2012,1,1,Y
1630533,Ziaire,Williams,Ziaire Williams,"Williams, Ziaire",Z. Williams,ziaire-williams,2001-09-12T00:00:00,Stanford,USA,Stanford/USA,6-9,185,4,8,Forward,Active,N,1610612751,Nets,BKN,nets,Brooklyn,ziaire_williams,2021,2025,Y,Y,Y,2021,1,10,N
1630534,Ochai,Agbaji,Ochai Agbaji,"Agbaji, Ochai",O. Agbaji,ochai-agbaji,2000-04-20T00:00:00,Kansas,USA,Kansas/USA,6-5,215,3,30,Guard,Active,N,1610612761,Raptors,TOR,raptors,Toronto,ochai_agbaji,2022,2025,Y,Y,Y,2022,1,14,N
203078,Bradley,Beal,Bradley Beal,"Beal, Bradley",B. Beal,bradley-beal,1993-06-28T00:00:00,Florida,USA,Florida/USA,6-4,207,13,3,Guard,Active,N,1610612756,Suns,PHX,suns,Phoenix,bradley_beal,2012,2025,N,Y,Y,2012,1,3,N
1630532,Franz,Wagner,Franz Wagner,"Wagner, Franz",F. Wagner,franz-wagner,2001-08-27T00:00:00,Michigan,Germany,Michigan/Germany,6-10,220,4,22,Forward,Active,N,1610612753,Magic,ORL,magic,Orlando,franz_wagner,2021,2025,N,Y,Y,2021,1,8,N
203081,Damian,Lillard,Damian Lillard,"Lillard, Damian",D. Lillard,damian-lillard,1990-07-15T00:00:00,Weber State,USA,Weber State/USA,6-2,195,13,0,Guard,Active,N,1610612749,Bucks,MIL,bucks,Milwaukee,damian_lillard,2012,2025,N,Y,Y,2012,1,6,Y
1630538,Bones,Hyland,Bones Hyland,"Hyland, Bones",B. Hyland,bones-hyland,2000-09-14T00:00:00,Virginia Commonwealth,USA,Virginia Commonwealth/USA,6-2,169,4,77,Guard,Active,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,nahshon_hyland,2021,2025,Y,Y,Y,2021,1,26,N
1630539,Kai,Jones,Kai Jones,"Jones, Kai",K. Jones,kai-jones,2001-01-19T00:00:00,Texas,Bahamas,Texas/Bahamas,6-11,221,3,23,Center-Forward,Active,N,1610612742,Mavericks,DAL,mavericks,Dallas,kai_jones,2021,2025,Y,Y,Y,2021,1,19,N
203084,Harrison,Barnes,Harrison Barnes,"Barnes, Harrison",H. Barnes,harrison-barnes,1992-05-30T00:00:00,North Carolina,USA,North Carolina/USA,6-8,225,13,40,Forward,Active,N,1610612759,Spurs,SAS,spurs,San Antonio,harrison_barnes,2012,2025,N,Y,Y,2012,1,7,N
1630541,Moses,Moody,Moses Moody,"Moody, Moses",M. Moody,moses-moody,2002-05-31T00:00:00,Arkansas,USA,Arkansas/USA,6-5,211,4,4,Guard,Active,N,1610612744,Warriors,GSW,warriors,Golden State,moses_moody,2021,2025,Y,Y,Y,2021,1,14,N
1630540,Miles,McBride,Miles McBride,"McBride, Miles",M. McBride,miles-mcbride,2000-09-08T00:00:00,West Virginia,USA,West Virginia/USA,6-1,195,4,2,Guard,Active,N,1610612752,Knicks,NYK,knicks,New York,miles_mcbride,2021,2025,Y,Y,Y,2021,2,36,N
1630542,Marcus,Bagley,Marcus Bagley,"Bagley, Marcus",M. Bagley,marcus-bagley,2001-10-23T00:00:00,Arizona State,USA,Arizona State/USA,6-6,217,0,,Forward,Inactive,Y,0,,,,,marcus_bagley,2024,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
203083,Andre,Drummond,Andre Drummond,"Drummond, Andre",A. Drummond,andre-drummond,1993-08-10T00:00:00,Connecticut,USA,Connecticut/USA,6-11,279,13,1,Center,Active,N,1610612755,76ers,PHI,sixers,Philadelphia,andre_drummond,2012,2025,N,Y,Y,2012,1,9,N
1630545,Terrence,Shannon Jr.,Terrence Shannon Jr.,"Shannon Jr., Terrence",T. Shannon Jr.,terrence-shannon-jr,2000-07-30T00:00:00,Illinois,USA,Illinois/USA,6-6,215,1,00,Guard-Forward,Active,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,terrence_shannon_jr,2024,2025,Y,Y,Y,2024,1,27,N
1630537,Chris,Duarte,Chris Duarte,"Duarte, Chris",C. Duarte,chris-duarte,1997-06-13T00:00:00,Oregon,Dominican Republic,Oregon/Dominican Republic,6-5,190,3,,Guard,Inactive,Y,0,,,,,chris_duarte,2021,2024,Y,Y,Y,2021,1,13,N
1630544,Tre,Mann,Tre Mann,"Mann, Tre",T. Mann,tre-mann,2001-02-03T00:00:00,Florida,USA,Florida/USA,6-3,178,4,23,Guard,Active,N,1610612766,Hornets,CHA,hornets,Charlotte,tre_mann,2021,2025,Y,Y,Y,2021,1,18,N
1630548,Johnny,Juzang,Johnny Juzang,"Juzang, Johnny",J. Juzang,johnny-juzang,2001-03-17T00:00:00,UCLA,USA,UCLA/USA,6-5,226,4,33,Guard,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,johnny_juzang,2022,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1630549,Day'Ron,Sharpe,Day'Ron Sharpe,"Sharpe, Day'Ron",D. Sharpe,dayron-sharpe,2001-11-06T00:00:00,North Carolina,USA,North Carolina/USA,6-9,265,4,20,Center,Active,N,1610612751,Nets,BKN,nets,Brooklyn,dayron_sharpe,2021,2025,Y,Y,Y,2021,1,29,N
1630550,JT,Thor,JT Thor,"Thor, JT",J. Thor,jt-thor,2002-08-26T00:00:00,Auburn,USA,Auburn/USA,6-9,203,4,21,Forward,Active,N,1610612764,Wizards,WAS,wizards,Washington,jt_thor,2021,2025,Y,Y,Y,2021,2,37,N
1630551,Justin,Champagnie,Justin Champagnie,"Champagnie, Justin",J. Champagnie,justin-champagnie,2001-06-29T00:00:00,Pittsburgh,USA,Pittsburgh/USA,6-6,206,4,9,Guard-Forward,Active,N,1610612764,Wizards,WAS,wizards,Washington,justin_champagnie,2021,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1630552,Jalen,Johnson,Jalen Johnson,"Johnson, Jalen",J. Johnson,jalen-johnson,2001-12-18T00:00:00,Duke,USA,Duke/USA,6-8,219,4,1,Forward,Active,N,1610612737,Hawks,ATL,hawks,Atlanta,jalen_johnson,2021,2025,Y,Y,Y,2021,1,20,N
1630553,Keon,Johnson,Keon Johnson,"Johnson, Keon",K. Johnson,keon-johnson,2002-03-10T00:00:00,Tennessee,USA,Tennessee/USA,6-5,185,4,45,Guard,Active,N,1610612751,Nets,BKN,nets,Brooklyn,keon_johnson,2021,2025,Y,Y,Y,2021,1,21,N
1630556,Kessler,Edwards,Kessler Edwards,"Edwards, Kessler",K. Edwards,kessler-edwards,2000-08-09T00:00:00,Pepperdine,USA,Pepperdine/USA,6-7,203,4,20,Forward,Active,N,1610612742,Mavericks,DAL,mavericks,Dallas,kessler_edwards,2021,2025,Y,Y,Y,2021,2,44,N
1630557,Corey,Kispert,Corey Kispert,"Kispert, Corey",C. Kispert,corey-kispert,1999-03-03T00:00:00,Gonzaga,USA,Gonzaga/USA,6-6,224,4,24,Forward,Active,N,1610612764,Wizards,WAS,wizards,Washington,corey_kispert,2021,2025,N,Y,Y,2021,1,15,N
1630558,Davion,Mitchell,Davion Mitchell,"Mitchell, Davion",D. Mitchell,davion-mitchell,1998-09-05T00:00:00,Baylor,USA,Baylor/USA,6-0,202,4,45,Guard,Active,N,1610612748,Heat,MIA,heat,Miami,davion_mitchell,2021,2025,N,Y,Y,2021,1,9,N
1630559,Austin,Reaves,Austin Reaves,"Reaves, Austin",A. Reaves,austin-reaves,1998-05-29T00:00:00,Oklahoma,USA,Oklahoma/USA,6-5,197,4,15,Guard,Active,N,1610612747,Lakers,LAL,lakers,Los Angeles,austin_reaves,2021,2025,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1630560,Cam,Thomas,Cam Thomas,"Thomas, Cam",C. Thomas,cam-thomas,2001-10-13T00:00:00,Louisiana State,Japan,Louisiana State/Japan,6-3,210,4,24,Guard,Active,N,1610612751,Nets,BKN,nets,Brooklyn,cam_thomas,2021,2025,Y,Y,Y,2021,1,27,N
1630561,David,Duke Jr.,David Duke Jr.,"Duke Jr., David",D. Duke Jr.,david-duke-jr,1999-10-13T00:00:00,Providence,USA,Providence/USA,6-4,204,4,7,Guard,Active,N,1610612759,Spurs,SAS,spurs,San Antonio,david_duke_jr,2021,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
203109,Jae,Crowder,Jae Crowder,"Crowder, Jae",J. Crowder,jae-crowder,1990-07-06T00:00:00,Marquette,USA,Marquette/USA,6-6,235,13,99,Forward,Active,N,1610612758,Kings,SAC,kings,Sacramento,jae_crowder,2012,2025,Y,Y,Y,2012,2,34,N
203110,Draymond,Green,Draymond Green,"Green, Draymond",D. Green,draymond-green,1990-03-04T00:00:00,Michigan State,USA,Michigan State/USA,6-6,230,13,23,Forward,Active,N,1610612744,Warriors,GSW,warriors,Golden State,draymond_green,2012,2025,N,Y,Y,2012,2,35,N
1630567,Scottie,Barnes,Scottie Barnes,"Barnes, Scottie",S. Barnes,scottie-barnes,2001-08-01T00:00:00,Florida State,USA,Florida State/USA,6-7,237,4,4,Forward-Guard,Active,N,1610612761,Raptors,TOR,raptors,Toronto,scottie_barnes,2021,2025,N,Y,Y,2021,1,4,N
1630568,Luka,Garza,Luka Garza,"Garza, Luka",L. Garza,luka-garza,1998-12-27T00:00:00,Iowa,USA,Iowa/USA,6-10,243,4,55,Center,Active,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,luka_garza,2021,2025,Y,Y,Y,2021,2,52,N
1630570,Trendon,Watford,Trendon Watford,"Watford, Trendon",T. Watford,trendon-watford,2000-11-09T00:00:00,Louisiana State,USA,Louisiana State/USA,6-8,237,4,9,Guard-Forward,Active,N,1610612751,Nets,BKN,nets,Brooklyn,trendon_watford,2021,2025,N,Y,Y,Undrafted,Undrafted,Undrafted,N
203114,Khris,Middleton,Khris Middleton,"Middleton, Khris",K. Middleton,khris-middleton,1991-08-12T00:00:00,Texas A&M,USA,Texas A&M/USA,6-7,222,13,32,Forward,Active,N,1610612764,Wizards,WAS,wizards,Washington,khris_middleton,2012,2025,Y,Y,Y,2012,2,39,N
1630572,Sandro,Mamukelashvili,Sandro Mamukelashvili,"Mamukelashvili, Sandro",S. Mamukelashvili,sandro-mamukelashvili,1999-05-23T00:00:00,Seton Hall,Georgia,Seton Hall/Georgia,6-9,240,4,54,Forward-Center,Active,N,1610612759,Spurs,SAS,spurs,San Antonio,sandro_mamukelashvili,2021,2025,Y,Y,Y,2021,2,54,N
1630573,Sam,Hauser,Sam Hauser,"Hauser, Sam",S. Hauser,sam-hauser,1997-12-08T00:00:00,Virginia,USA,Virginia/USA,6-7,217,4,30,Forward,Active,N,1610612738,Celtics,BOS,celtics,Boston,sam_hauser,2021,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1630574,Ariel,Hukporti,Ariel Hukporti,"Hukporti, Ariel",A. Hukporti,ariel-hukporti,2002-04-12T00:00:00,MHP Riesen,Germany,MHP Riesen/Germany,6-11,246,1,55,Center,Active,N,1610612752,Knicks,NYK,knicks,New York,ariel_hukporti,2024,2025,Y,Y,Y,2024,2,58,N
1630577,Julian,Champagnie,Julian Champagnie,"Champagnie, Julian",J. Champagnie,julian-champagnie,2001-06-29T00:00:00,St. John's,USA,St. John's/USA,6-7,217,3,30,Forward,Active,N,1610612759,Spurs,SAS,spurs,San Antonio,julian_champagnie,2022,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1630578,Alperen,Sengun,Alperen Sengun,"Sengun, Alperen",A. Sengun,alperen-sengun,2002-07-25T00:00:00,Besiktas,Turkey,Besiktas/Turkey,6-11,243,4,28,Center,Active,N,1610612745,Rockets,HOU,rockets,Houston,alperen_sengun,2021,2025,N,Y,Y,2021,1,16,N
1630579,Jericho,Sims,Jericho Sims,"Sims, Jericho",J. Sims,jericho-sims,1998-10-20T00:00:00,Texas,USA,Texas/USA,6-10,250,4,00,Center,Active,N,1610612749,Bucks,MIL,bucks,Milwaukee,jericho_sims,2021,2025,Y,Y,Y,2021,2,58,N
1630581,Josh,Giddey,Josh Giddey,"Giddey, Josh",J. Giddey,josh-giddey,2002-10-10T00:00:00,NBA Global Academy,Australia,NBA Global Academy/Australia,6-8,216,4,3,Guard,Active,N,1610612741,Bulls,CHI,bulls,Chicago,josh_giddey,2021,2025,N,Y,Y,2021,1,6,N
1630583,Santi,Aldama,Santi Aldama,"Aldama, Santi",S. Aldama,santi-aldama,2001-01-10T00:00:00,Loyola-Maryland,Spain,Loyola-Maryland/Spain,7-0,215,4,7,Forward-Center,Active,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,santi_aldama,2021,2025,Y,Y,Y,2021,1,30,N
1630585,Marcus,Garrett,Marcus Garrett,"Garrett, Marcus",M. Garrett,marcus-garrett,1998-11-09T00:00:00,Kansas,USA,Kansas/USA,6-5,205,1,,Guard,Inactive,Y,0,,,,,marcus_garrett,2021,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1630590,Scotty,Pippen Jr.,Scotty Pippen Jr.,"Pippen Jr., Scotty",S. Pippen Jr.,scotty-pippen-jr,2000-11-10T00:00:00,Vanderbilt,USA,Vanderbilt/USA,6-1,170,3,1,Guard,Active,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,scotty_pippen_jr,2022,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1630591,Jalen,Suggs,Jalen Suggs,"Suggs, Jalen",J. Suggs,jalen-suggs,2001-06-03T00:00:00,Gonzaga,USA,Gonzaga/USA,6-5,205,4,4,Guard,Active,N,1610612753,Magic,ORL,magic,Orlando,jalen_suggs,2021,2025,N,Y,Y,2021,1,5,N
1630592,Jalen,Wilson,Jalen Wilson,"Wilson, Jalen",J. Wilson,jalen-wilson,2000-11-04T00:00:00,Kansas,USA,Kansas/USA,6-6,220,2,22,Forward,Active,N,1610612751,Nets,BKN,nets,Brooklyn,jalen_wilson,2023,2025,Y,Y,Y,2023,2,51,N
1630595,Cade,Cunningham,Cade Cunningham,"Cunningham, Cade",C. Cunningham,cade-cunningham,2001-09-25T00:00:00,Oklahoma State,USA,Oklahoma State/USA,6-6,220,4,2,Guard,Active,N,1610612765,Pistons,DET,pistons,Detroit,cade_cunningham,2021,2025,N,Y,Y,2021,1,1,N
1630596,Evan,Mobley,Evan Mobley,"Mobley, Evan",E. Mobley,evan-mobley,2001-06-18T00:00:00,Southern California,USA,Southern California/USA,6-11,215,4,4,Center,Active,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,evan_mobley,2021,2025,N,Y,Y,2021,1,3,N
1630598,Aaron,Wiggins,Aaron Wiggins,"Wiggins, Aaron",A. Wiggins,aaron-wiggins,1999-01-02T00:00:00,Maryland,USA,Maryland/USA,6-5,190,4,21,Guard,Active,N,1610612760,Thunder,OKC,thunder,Oklahoma City,aaron_wiggins,2021,2025,Y,Y,Y,2021,2,55,N
1630600,Isaiah,Mobley,Isaiah Mobley,"Mobley, Isaiah",I. Mobley,isaiah-mobley,1999-09-24T00:00:00,USC,USA,Southern California/USA,6-8,238,2,,Forward,Inactive,Y,0,,,,,isaiah_mobley,2022,2024,Y,Y,Y,2022,2,49,N
1630604,E.J.,Liddell,E.J. Liddell,"Liddell, E.J.",E. Liddell,ej-liddell,2000-12-18T00:00:00,Ohio State,USA,Ohio State/USA,6-6,240,2,32,Forward,Active,N,1610612741,Bulls,CHI,bulls,Chicago,ej_liddell,2022,2025,Y,Y,Y,2022,2,41,N
1630611,Gui,Santos,Gui Santos,"Santos, Gui",G. Santos,gui-santos,2002-06-22T00:00:00,Minas,Brazil,Minas/Brazil,6-6,185,2,15,Forward,Active,N,1610612744,Warriors,GSW,warriors,Golden State,gui_santos,2023,2025,Y,Y,Y,2022,2,55,N
1630618,D.J.,Carton,D.J. Carton,"Carton, D.J.",D. Carton,dj-carton,2000-08-05T00:00:00,Marquette,USA,Marquette/USA,6-3,200,1,,Guard,Inactive,Y,0,,,,,dj_carton,2023,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1630623,Tyson,Etienne,Tyson Etienne,"Etienne, Tyson",T. Etienne,tyson-etienne,1999-09-17T00:00:00,Wichita State,USA,Wichita State/USA,6-2,200,1,10,Guard,Active,N,1610612751,Nets,BKN,nets,Brooklyn,tyson_etienne,2024,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1630625,Dalano,Banton,Dalano Banton,"Banton, Dalano",D. Banton,dalano-banton,1999-11-07T00:00:00,Nebraska,Canada,Nebraska/Canada,6-8,203,4,5,Forward,Active,N,1610612757,Trail Blazers,POR,blazers,Portland,dalano_banton,2021,2025,Y,Y,Y,2021,2,46,N
1630631,Jose,Alvarado,Jose Alvarado,"Alvarado, Jose",J. Alvarado,jose-alvarado,1998-04-12T00:00:00,Georgia Tech,USA,Georgia Tech/USA,6-0,179,4,15,Guard,Active,N,1610612740,Pelicans,NOP,pelicans,New Orleans,jose_alvarado,2021,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1630639,A.J.,Lawson,A.J. Lawson,"Lawson, A.J.",A. Lawson,aj-lawson,2000-07-15T00:00:00,South Carolina,Canada,South Carolina/Canada,6-6,179,3,0,Guard,Active,N,1610612761,Raptors,TOR,raptors,Toronto,aj_lawson,2022,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1630643,Jay,Huff,Jay Huff,"Huff, Jay",J. Huff,jay-huff,1997-08-25T00:00:00,Virginia,USA,Virginia/USA,7-1,240,4,30,Center,Active,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,jay_huff,2021,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1630644,Mac,McClung,Mac McClung,"McClung, Mac",M. McClung,mac-mcclung,1999-01-06T00:00:00,Texas Tech,USA,Texas Tech/USA,6-2,185,3,8,Guard,Active,N,1610612753,Magic,ORL,magic,Orlando,mac_mcclung,2021,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
201142,Kevin,Durant,Kevin Durant,"Durant, Kevin",K. Durant,kevin-durant,1988-09-29T00:00:00,Texas,USA,Texas/USA,6-11,240,17,35,Forward,Active,N,1610612756,Suns,PHX,suns,Phoenix,kevin_durant,2007,2025,N,Y,Y,2007,1,2,Y
201143,Al,Horford,Al Horford,"Horford, Al",A. Horford,al-horford,1986-06-03T00:00:00,Florida,Dominican Republic,Florida/Dominican Republic,6-9,240,18,42,Center-Forward,Active,N,1610612738,Celtics,BOS,celtics,Boston,al_horford,2007,2025,N,Y,Y,2007,1,3,N
201144,Mike,Conley,Mike Conley,"Conley, Mike",M. Conley,mike-conley,1987-10-11T00:00:00,Ohio State,USA,Ohio State/USA,6-0,175,18,10,Guard,Active,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,mike_conley,2007,2025,N,Y,Y,2007,1,4,N
1630649,Stanley,Umude,Stanley Umude,"Umude, Stanley",S. Umude,stanley-umude,1999-04-12T00:00:00,Arkansas,USA,Arkansas/USA,6-6,210,3,17,Guard,Active,N,1610612749,Bucks,MIL,bucks,Milwaukee,stanley_umude,2022,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
201145,Jeff,Green,Jeff Green,"Green, Jeff",J. Green,jeff-green,1986-08-28T00:00:00,Georgetown,USA,Georgetown/USA,6-8,235,17,32,Forward,Active,N,1610612745,Rockets,HOU,rockets,Houston,jeff_green,2007,2025,N,Y,Y,2007,1,5,N
1630658,Colin,Castleton,Colin Castleton,"Castleton, Colin",C. Castleton,colin-castleton,2000-05-25T00:00:00,Florida,USA,Florida/USA,6-10,250,2,11,Center,Active,N,1610612761,Raptors,TOR,raptors,Toronto,colin_castleton,2023,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1630678,Terry,Taylor,Terry Taylor,"Taylor, Terry",T. Taylor,terry-taylor,1999-09-23T00:00:00,Austin Peay,USA,Austin Peay/USA,6-4,230,3,,Forward,Inactive,Y,0,,,,,terry_taylor,2021,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1630692,Jordan,Goodwin,Jordan Goodwin,"Goodwin, Jordan",J. Goodwin,jordan-goodwin,1998-10-23T00:00:00,St. Louis,USA,St. Louis/USA,6-5,215,4,30,Guard,Active,N,1610612747,Lakers,LAL,lakers,Los Angeles,jordan_goodwin,2021,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1630695,Micah,Potter,Micah Potter,"Potter, Micah",M. Potter,micah-potter,1998-04-06T00:00:00,Wisconsin,USA,Wisconsin/USA,6-9,248,4,25,Center,Active,N,1610612762,Jazz,UTA,jazz,Utah,micah_potter,2021,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1630696,Dru,Smith,Dru Smith,"Smith, Dru",D. Smith,dru-smith,1997-12-30T00:00:00,Missouri,USA,Missouri/USA,6-2,203,3,12,Guard,Active,N,1610612748,Heat,MIA,heat,Miami,dru_smith,2022,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1630699,MarJon,Beauchamp,MarJon Beauchamp,"Beauchamp, MarJon",M. Beauchamp,marjon-beauchamp,2000-10-12T00:00:00,NBA G League Ignite,USA,NBA G League Ignite/USA,6-7,199,3,0,Forward,Active,N,1610612752,Knicks,NYK,knicks,New York,marjon_beauchamp,2021,2025,Y,Y,Y,2022,1,24,N
1630700,Dyson,Daniels,Dyson Daniels,"Daniels, Dyson",D. Daniels,dyson-daniels,2003-03-17T00:00:00,NBA G League Ignite,Australia,NBA G League Ignite/Australia,6-7,199,3,5,Guard,Active,N,1610612737,Hawks,ATL,hawks,Atlanta,dyson_daniels,2021,2025,Y,Y,Y,2022,1,8,N
1630702,Jaden,Hardy,Jaden Hardy,"Hardy, Jaden",J. Hardy,jaden-hardy,2002-07-05T00:00:00,NBA G League Ignite,USA,NBA G League Ignite/USA,6-3,198,3,1,Guard,Active,N,1610612742,Mavericks,DAL,mavericks,Dallas,jaden_hardy,2021,2025,Y,Y,Y,2022,2,37,N
1630703,Scoot,Henderson,Scoot Henderson,"Henderson, Scoot",S. Henderson,scoot-henderson,2004-02-03T00:00:00,NBA G League Ignite,USA,NBA G League Ignite/USA,6-3,206,2,00,Guard,Active,N,1610612757,Trail Blazers,POR,blazers,Portland,scoot_henderson,2021,2025,Y,Y,Y,2023,1,3,N
2544,LeBron,James,LeBron James,"James, LeBron",L. James,lebron-james,1984-12-30T00:00:00,St. Vincent-St. Mary HS (OH),USA,St. Vincent-St. Mary HS (OH)/USA,6-9,250,22,23,Forward,Active,N,1610612747,Lakers,LAL,lakers,Los Angeles,lebron_james,2003,2025,N,Y,Y,2003,1,1,Y
1630762,Phillip,Wheeler,Phillip Wheeler,"Wheeler, Phillip",P. Wheeler,phillip-wheeler,2002-04-23T00:00:00,                                   ,USA,USA/USA,6-8,185,0,,Forward,Inactive,Y,0,,,,,phillip_wheeler,2024,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1630811,Keaton,Wallace,Keaton Wallace,"Wallace, Keaton",K. Wallace,keaton-wallace,1999-02-26T00:00:00,Texas-San Antonio,USA,Texas-San Antonio/USA,6-3,185,1,2,Guard,Active,N,1610612737,Hawks,ATL,hawks,Atlanta,keaton_wallace,2024,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
203458,Alex,Len,Alex Len,"Len, Alex",A. Len,alex-len,1993-06-16T00:00:00,Maryland,Ukraine,Maryland/Ukraine,7-0,250,12,27,Center,Active,N,1610612747,Lakers,LAL,lakers,Los Angeles,alex_len,2013,2025,N,Y,Y,2013,1,5,N
203468,CJ,McCollum,CJ McCollum,"McCollum, CJ",C. McCollum,cj-mccollum,1991-09-19T00:00:00,Lehigh,USA,Lehigh/USA,6-3,190,12,3,Guard,Active,N,1610612740,Pelicans,NOP,pelicans,New Orleans,cj_mccollum,2013,2025,Y,Y,Y,2013,1,10,N
203471,Dennis,Schröder,Dennis Schröder,"Schröder, Dennis",D. Schröder,dennis-schröder,1993-09-15T00:00:00,Braunschweig,Germany,Braunschweig/Germany,6-1,175,12,17,Guard,Active,N,1610612765,Pistons,DET,pistons,Detroit,dennis_schroder,2013,2025,Y,Y,Y,2013,1,17,N
203482,Kelly,Olynyk,Kelly Olynyk,"Olynyk, Kelly",K. Olynyk,kelly-olynyk,1991-04-19T00:00:00,Gonzaga,Canada,Gonzaga/Canada,6-11,240,12,13,Forward-Center,Active,N,1610612740,Pelicans,NOP,pelicans,New Orleans,kelly_olynyk,2013,2025,N,Y,Y,2013,1,13,N
203484,Kentavious,Caldwell-Pope,Kentavious Caldwell-Pope,"Caldwell-Pope, Kentavious",K. Caldwell-Pope,kentavious-caldwell-pope,1993-02-18T00:00:00,Georgia,USA,Georgia/USA,6-5,204,12,3,Guard,Active,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,kentavious_caldwell-pope,2013,2025,N,Y,Y,2013,1,8,N
203486,Mason,Plumlee,Mason Plumlee,"Plumlee, Mason",M. Plumlee,mason-plumlee,1990-03-05T00:00:00,Duke,USA,Duke/USA,6-10,254,12,22,Forward-Center,Active,N,1610612756,Suns,PHX,suns,Phoenix,mason_plumlee,2013,2025,Y,Y,Y,2013,1,22,N
203497,Rudy,Gobert,Rudy Gobert,"Gobert, Rudy",R. Gobert,rudy-gobert,1992-06-26T00:00:00,Cholet,France,Cholet/France,7-1,258,12,27,Center,Active,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,rudy_gobert,2013,2025,Y,Y,Y,2013,1,27,N
203500,Steven,Adams,Steven Adams,"Adams, Steven",S. Adams,steven-adams,1993-07-20T00:00:00,Pittsburgh,New Zealand,Pittsburgh/New Zealand,6-11,265,11,12,Center,Active,N,1610612745,Rockets,HOU,rockets,Houston,steven_adams,2013,2025,N,Y,Y,2013,1,12,N
203501,Tim,Hardaway Jr.,Tim Hardaway Jr.,"Hardaway Jr., Tim",T. Hardaway Jr.,tim-hardaway-jr,1992-03-16T00:00:00,Michigan,USA,Michigan/USA,6-5,205,12,8,Guard-Forward,Active,N,1610612765,Pistons,DET,pistons,Detroit,tim_hardaway_jr,2013,2025,Y,Y,Y,2013,1,24,N
203507,Giannis,Antetokounmpo,Giannis Antetokounmpo,"Antetokounmpo, Giannis",G. Antetokounmpo,giannis-antetokounmpo,1994-12-06T00:00:00,Filathlitikos,Greece,Filathlitikos/Greece,6-11,243,12,34,Forward,Active,N,1610612749,Bucks,MIL,bucks,Milwaukee,giannis_antetokounmpo,2013,2025,N,Y,Y,2013,1,15,Y
101108,Chris,Paul,Chris Paul,"Paul, Chris",C. Paul,chris-paul,1985-05-06T00:00:00,Wake Forest,USA,Wake Forest/USA,6-0,175,20,3,Guard,Active,N,1610612759,Spurs,SAS,spurs,San Antonio,chris_paul,2005,2025,N,Y,Y,2005,1,4,Y
